"rank","id","sharedMeaningId","label","definition","POS","japaneseTranslation","canonicalLine","dialogLineId","id","wordId","wordHeadId","wordRootId","wordInstanceId","wordUsageCount","headUsageCount","rootUsageCount","instanceUsageCount","headPick","rootPick","created","modified"
467,13230,5557,HEART,an organ sending blood around the body,noun,心臓,I have one heart.,,21367,13230,278,407914,67744,0,660,209,233,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
468,238988,189866,SIR,used when speaking politely to a man,noun,男性への丁寧な呼びかけ語、様,"Hello sir, how are you this evening?",,295983,238988,625,415797,44312,0,474,447,633,1,1,2023-05-22 11:51:46.000,2024-07-01 12:57:05.000
469,49989,24877,LUNCH,a meal eaten at midday,noun,昼食,What are you having for lunch today?,,81436,49989,577,410063,111796,0,520,519,617,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
470,49891,24829,MILITARY,relating to the armed forces,adjective,軍隊の,﻿The rifle is a common military firearm.,,81220,49891,289,410589,133750,0,696,546,601,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
471,34439,17095,DEFINITELY,without any doubt,adverb,確実に,"Now, I know definitely which one I would choose.",,52742,34439,1813,404476,54233,0,560,514,673,1,1,2023-05-22 11:51:46.000,2024-06-21 13:51:14.000
472,47933,23901,QUICKLY,fast,adverb,素早く,The cheetah runs quickly.,,76952,47933,609,413670,52465,0,875,526,689,1,1,2023-05-22 11:51:46.000,2024-07-03 14:17:33.000
473,34531,17138,FILM,a movie,noun,映画,Probably the funniest Harry Potter film and the scariest.,,52917,34531,379,406553,58897,0,603,510,499,1,1,2023-05-22 11:51:46.000,2024-07-05 06:20:33.000
474,48807,24314,FORMER,of an earlier time,adjective,元、以前の,He is literally the heir of former US President George Bush.,,78889,48807,267,406956,311236,0,560,546,588,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
475,24213,11529,LINE,a group of related products under one brand,noun,取扱商品,We got a new line of clothes.,,37716,24213,29846,102620,112709,0,108,87,180,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
475,85402,46286,LINE,the descendants of one individual,noun,家系,I come from a long line of depressives.,,132377,85402,29846,102636,23894,0,108,1,2,0,1,2023-05-22 11:51:46.000,2023-05-22 11:53:52.000
475,97728,54450,LINE,a long narrow mark on a surface,noun,線,A line connects two points.,,148853,97728,29847,409811,121897,0,544,199,130,0,0,2023-05-22 11:51:46.000,2024-07-08 00:53:34.000
475,4294,1830,LINE,a railroad track or train route,noun,路線,Older trains were banned from the new line.,,7396,4294,29847,102618,202424,0,544,58,55,0,1,2023-05-22 11:51:46.000,2023-05-22 11:53:52.000
475,226,132,LINE,a series of words in a row,noun,行,This was just not one line taken out of context.,,301,226,29847,102630,302226,0,544,86,32,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
475,34811,17265,LINE,a row of people or things,noun,列,Do we have to stand in that line?,,53450,34811,29847,102641,117825,0,544,83,54,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
476,16675,7218,PRODUCE,to make something happen or exist,verb,作り出す,"And here alone, they produce more than one and a half million eggs every single day.",,27277,16675,339,413288,73017,0,663,403,227,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
476,7772,2989,PRODUCE,to make something using machines,verb,生産する,There are some companies that produce electrical...,,12333,7772,339,413286,311663,0,663,93,68,0,1,2023-05-22 11:51:46.000,2024-05-17 15:21:30.000
477,16513,7153,PLAYER,someone who plays a game or sport,noun,"選手, 競技者",He is a tennis player.,,26877,16513,29780,412709,51822,0,2505,526,344,0,0,2023-05-22 11:51:46.000,2024-07-08 00:53:30.000
478,15065,6529,SLEEP,to rest the body by closing the eyes,verb,眠る,People sleep at night.,,24229,15065,636,415885,294786,0,728,509,413,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
479,38741,19345,MACHINE,a device that uses power to work,noun,機械,"It's a machine like an iron, but better.",,60176,38741,885,410084,40909,0,624,512,385,1,1,2023-05-22 11:51:46.000,2024-07-08 05:13:21.000
480,16067,6985,NEARLY,almost,adverb,ほとんど、もう少しで,I nearly cried!,,25964,16067,713,411092,53125,0,1522,497,613,1,1,2023-05-22 11:51:46.000,2024-07-08 10:22:35.000
481,51506,25556,CHANCE,an opportunity,noun,"好機, 機会",We have one chance.,,84465,51506,668,402691,44354,0,593,518,627,1,1,2023-05-22 11:51:46.000,2024-07-02 03:09:37.000
482,40656,20373,SISTER,a daughter of your parents,noun,妹、姉,"You have a sister in Boston, right?",,63321,40656,559,415800,52720,0,565,512,492,1,1,2023-05-22 11:51:46.000,2024-06-21 13:51:13.000
483,15817,6861,AMOUNT,a quantity of something,noun,,You can reduce the amount of waste you produce.,,25543,15817,758,400575,91214,0,482,481,551,1,1,2023-05-22 11:51:46.000,2024-07-01 12:57:17.000
484,15549,6747,PLANE,a flying vehicle,noun,飛行機,When does the plane leave?,,25057,15549,523,412668,50218,0,521,521,476,1,1,2023-05-22 11:51:46.000,2024-05-21 10:21:21.000
485,40888,20522,CLOTHES,the things you wear,noun,衣服,I can wear different clothes.,,63689,40888,36194,403074,48850,0,514,513,620,1,1,2023-05-22 11:51:46.000,2024-07-01 12:57:07.000
486,2852,1267,RETURN,to come back,verb,戻る,I must return to headquarters and report.,,5028,2852,287,414578,136966,0,648,414,260,1,1,2023-05-22 11:51:46.000,2024-07-07 11:53:15.000
486,922,468,RETURN,"to take, bring or send something back",verb,戻す、返す,Please return it.,,1383,922,287,414580,56317,0,648,88,50,0,1,2023-05-22 11:51:46.000,2024-05-07 14:50:16.000
487,72381,37803,SIMPLE,"being easy to use, understand, or do",adjective,簡潔な、単純な、難しくない,The idea is actually pretty simple.,,115288,72381,746,415755,44813,0,1089,476,687,1,1,2023-05-22 11:51:46.000,2024-07-07 22:54:39.000
488,49904,24835,REGION,an area,noun,地域,"As the Sahara region dried out,...",,81257,49904,766,414149,56713,0,554,477,444,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
489,36020,17861,ROAD,a street for cars and trucks,noun,道路,I drive on the road.,,55590,36020,300,414751,77280,0,528,502,440,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
490,49837,24815,OFFICIAL,a person with an important position,noun,役員,"I think, any race official, your first priority is safety,...",,81082,49837,328,411582,305734,0,810,507,66,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
491,46665,23338,RECORD,an achievement that is the best of its kind,noun,(最高)記録,He just set a world record!,,74520,46665,36267,419286,127657,0,261,218,249,1,1,2023-05-22 11:51:46.000,2024-07-03 06:59:08.000
491,17036,7392,RECORD,to store something on a device,verb,記録する,You can make your own movie with your phone and you can record sounds.,,27887,17036,29934,414032,42316,0,224,146,52,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
491,50153,24951,RECORD,information kept for future reference,noun,記録,We don't seem to have a record of that order in our system.,,81801,50153,318,414025,131239,0,215,120,55,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
492,70808,36872,YESTERDAY,the day before today,adverb,昨日,Was he sick yesterday?,,113128,70808,378,419137,103956,0,411,385,591,1,1,2023-05-22 11:51:46.000,2024-05-27 13:05:14.000
493,3273,1418,EXPLAIN,to make something clear,verb,説明する,Let me explain something to you.,,5842,3273,293,406131,298435,0,631,478,387,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
494,46220,23106,EXACTLY,in a complete and correct way,adverb,正確に、まさに,"Well, we don't know exactly.",,73592,46220,1729,405980,47180,0,636,480,629,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
495,46052,23018,AGREE,to have the same opinion,verb,賛成する,"Well, I have to agree.",,73243,46052,317,400396,8417,0,848,496,398,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
496,46782,23393,VOTE,to express an opinion or choice in an election,verb,投票する,We will vote because we matter.,,74733,46782,913,418583,100956,0,682,325,201,1,1,2023-05-22 11:51:46.000,2024-06-18 05:18:18.000
496,48616,24221,VOTE,a choice made in an election or meeting,noun,投票,Let's take a vote.,,78454,48616,913,418578,136123,0,682,170,123,0,1,2023-05-22 11:51:46.000,2024-04-24 14:29:12.000
497,12199,5063,REDUCE,to lessen something,verb,減らす、縮小する,Hotter weather can reduce the amount of rain as well.,,19443,12199,712,414071,53963,0,526,474,386,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
498,50013,24892,MAJOR,very important or large,adjective,主要な,﻿There are three major idol groups with the largest number of fans in Korea.,,81492,50013,269,410150,53669,0,568,464,600,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
499,72135,37659,MESSAGE,the information given to someone,noun,伝言,Would you like to leave a message?,,114944,72135,772,410521,109328,0,560,486,469,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
500,31682,15563,WONDERFUL,very good or pleasant,adjective,素晴らしい、素敵な,It's wonderful to finally meet you in person.,,48435,31682,764,419013,322518,0,955,461,594,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
501,45861,22952,SERVE,to give someone a service,verb,供給する,Politicians should serve the people regardless of party affiliation.,,72865,45861,235,415415,22155,0,411,105,43,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
501,21080,9694,SERVE,to provide food or drinks,verb,給仕する、出す,Cook the pancake on both sides and it's ready to serve.,,33568,21080,235,419425,83828,0,239,239,114,0,0,2023-05-22 11:51:46.000,2024-07-05 15:31:36.000
501,4699,2014,SERVE,to hold a particular job,verb,勤務する,...pledging to serve his full term.,,8087,4699,235,415416,181836,0,411,122,90,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
502,39656,19820,BLACK,the darkest color,adjective,黒い,I really like the black ones.,,61693,39656,128,401728,311488,0,626,472,526,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
503,47154,23571,IMAGINE,to form a picture or idea in the mind,verb,想像する,"Yeah, I can imagine.",,75416,47154,824,408436,91746,0,711,484,529,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
504,1426,706,EDUCATION,the process or experience of learning at school,noun,教育,"First off, the education system was designed for the Industrial Age.",,2229,1426,2321,405490,126479,0,642,474,589,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
505,20607,9390,WHITE,the color of fresh snow and milk,adjective,白い,Why is your hair white?,,32952,20607,161,418864,45362,0,591,488,546,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
506,61778,31420,PHOTO,a picture,noun,写真,This is a photo of my sister.,,100591,61778,554,412507,90973,0,705,473,290,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
507,45017,22596,RAIN,drops of water from the clouds,noun,雨,I like to play in the rain.,,71129,45017,514,413772,110447,0,713,488,470,1,1,2023-05-22 11:51:46.000,2024-07-08 03:36:06.000
508,46625,23315,BOX,a rectangular container,noun,箱,A cat is in the box.,,74450,46625,537,21409,41919,0,580,488,507,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
509,39059,19501,BEACH,an area of sand beside the sea,noun,砂浜,It's a sunny day at the beach.,,60714,39059,641,401500,107230,0,476,468,471,1,1,2023-05-22 11:51:46.000,2024-06-27 11:51:55.000
510,49536,24667,LAW,a rule made by the government,noun,法律,I think tax law is fascinating.,,80426,49536,151,409541,43057,0,688,446,397,1,1,2023-05-22 11:51:46.000,2024-07-08 09:46:22.000
511,62992,32122,WRONG,having a problem,adjective,調子が悪い,What happened? What's wrong?,,102396,62992,429,420058,39529,0,580,112,127,0,1,2023-05-22 11:51:46.000,2024-05-02 13:49:33.000
511,19756,8905,WRONG,not right,adjective,間違った,I must have ordered the wrong size.,,31768,19756,429,419111,5772,0,580,137,160,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
511,73518,38473,WRONG,not suitable,adjective,間違った,I think you went over the wrong bridge.,,116829,73518,429,419113,49959,0,580,235,321,1,1,2023-05-22 11:51:46.000,2024-07-02 13:51:44.000
512,41092,20619,CONVERSATION,an informal talk among people,noun,会話,But with English you can become part of a wider conversation.,,64036,41092,6601,403770,90626,0,487,474,479,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
513,46643,23326,FAN,a person who likes someone,noun,愛好家,I am a fan of his films.,,74477,46643,1288,406338,88207,0,526,477,242,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
514,7800,3002,INTRODUCE,to begin the use of a new thing,verb,導入する,GM plans to introduce 30 EVs by 2025.,,12380,7800,1006,409029,102853,0,320,98,28,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
514,23511,11139,INTRODUCE,to make a person or thing known,verb,紹介する,"Tomorrow, I'll introduce you to the team.",,36676,23511,36311,409030,99905,0,294,261,250,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
514,12269,5092,INTRODUCE,to publicly bring for the first time,verb,発表する,Apple will introduce a brand new Macbook next year.,,19618,12269,1006,94345,231579,0,320,107,1,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
515,37413,18594,SUN,the star that gives light to the Earth,noun,太陽,The sun rises in the morning.,,57944,37413,438,416733,292264,0,781,450,601,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
516,18878,8361,SWIM,to move through water,verb,泳ぐ,The baby can swim.,,30569,18878,553,416928,322852,0,543,474,230,0,0,2023-05-22 11:51:46.000,2024-05-27 01:03:48.000
517,37100,18426,FLOWER,the colorful part of a plant,noun,花,This is a flower.,,57408,37100,385,406774,64269,0,499,483,185,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
518,69794,36306,FINE,good enough; well,adjective,良い、構わない,Here is fine.,,111647,69794,36259,406585,40245,0,482,453,585,1,1,2023-05-22 11:51:46.000,2024-07-02 15:01:51.000
519,2867,1273,DEVICE,an object that does a particular job,noun,機器,"In 1989, a company designed and sold a theft prevention device for expensive cars.",,5049,2867,1406,404713,110388,0,455,450,317,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
520,39251,19596,SAFE,free from danger or harm,adjective,安全な,"Yes, it's safe here.",,61051,39251,905,414969,59773,0,1121,448,570,1,1,2023-05-22 11:51:46.000,2024-07-04 01:16:25.000
521,5449,2273,CUT,to reduce the size or amount of something,adjective,削減する,You can cut a few pounds while still feeling just a little bit better.,,9322,5449,246,404253,284607,0,563,141,1,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
521,12125,5039,CUT,a reduction of amount or importance,noun,削減,That should compensate for the 10 percent salary cut I think.,,19238,12125,246,404248,327874,0,563,101,13,0,0,2023-05-22 11:51:46.000,2024-05-06 15:34:51.000
521,7782,2994,CUT,to split into pieces,verb,切る,He can cut vegetables quickly.,,12347,7782,246,404252,297070,0,563,206,279,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
522,48546,24189,RIVER,an area of water that moves,noun,川,He came to a bridge across a river.,,78293,48546,488,414749,50201,0,470,468,446,1,1,2023-05-22 11:51:46.000,2024-06-25 14:57:51.000
523,25831,12380,KING,a man who rules a country,noun,王様,A king wears a crown.,,39908,25831,1159,409355,150687,0,665,483,466,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
524,73509,38467,SHOE,an item worn to cover the feet,adjective,靴,I know my shoe size.,,116801,73509,469,415586,45306,0,459,448,128,0,0,2023-05-22 11:51:46.000,2024-06-28 11:56:14.000
525,1139,549,AVAILABLE,possible to use or get,adjective,都合がつく、利用可能,Are you available in the morning?,,1753,1139,672,401223,61581,0,532,433,590,1,1,2023-05-22 11:51:46.000,2024-07-08 09:12:08.000
526,11843,4939,CENTER,where an activity happens,noun,施設、中心となる場所、センター,I'll take them to the recycling center later.,,18654,11843,330,402643,74784,0,1004,468,514,1,1,2023-05-22 11:51:46.000,2024-07-08 05:13:06.000
527,43676,21956,MEAL,the food eaten in one sitting,noun,食事,That was a delicious meal.,,68614,43676,1198,410412,39954,0,428,415,347,1,1,2023-05-22 11:51:46.000,2024-07-07 22:54:48.000
528,45485,22791,STAR,a mass of burning gas in space,noun,星,I can see a star in the sky.,,72071,45485,336,416494,43823,0,606,176,79,0,0,2023-05-22 11:51:46.000,2024-05-31 11:38:36.000
528,50374,25046,STAR,the name of a product,noun,花形、人気者,"So, who's your favorite movie star?",,82280,50374,336,416496,146147,0,606,286,279,1,1,2023-05-22 11:51:46.000,2024-06-11 04:13:13.000
529,4507,1929,RELEASE,to free from a limited or locked place,verb,解放する,"Sometimes, they release a small animal from a cage.",,7782,4507,943,414238,333720,0,613,172,115,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
529,2241,1023,RELEASE,to let a substance flow out,verb,放つ,...release into our blood. And these chemicals...,,3845,2241,943,146667,265783,0,613,73,22,0,0,2023-05-22 11:51:46.000,2023-05-22 11:54:32.000
529,2246,1024,RELEASE,a device that frees something from a limited or locked place,noun,公開する、発表する,He won't release his tax returns before 2010.,,3856,2246,943,414240,66875,0,613,215,33,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
530,48317,24082,BORN,to give birth or produce,verb,生まれる,"When my daughters were born,...",,77781,48317,442,401520,52336,0,464,427,84,0,0,2023-05-22 11:51:46.000,2024-05-01 09:33:19.000
531,19064,8463,OCEAN,the salt water that covers the Earth,noun,海、海洋,The boat is on the ocean.,,30818,19064,1091,411519,49182,0,456,442,460,1,1,2023-05-22 11:51:46.000,2024-06-27 12:36:36.000
532,49308,24555,LETTER,a symbol that represents a speech sound,noun,文字,"Hey kids, now we're going to write the letter A as in ant.",,79928,49308,407,409694,150734,0,180,176,123,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:08.000
532,97246,54123,LETTER,a written or printed message to someone ,noun,手紙,Step one: Address the letter to a specific person.,,148134,97246,29713,409695,285372,0,289,283,234,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
533,19215,8551,DISCUSS,to talk or write about something,verb,話し合う、論じる,Do you have time to discuss it now?,,31050,19215,576,404918,43303,0,640,456,334,1,1,2023-05-22 11:51:46.000,2024-05-13 12:55:35.000
534,13466,5668,FOREST,an area covered with trees,noun,森林,Few people know about this ancient forest.,,21789,13466,936,406917,89648,0,458,451,403,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
535,16712,7229,EFFORT,an attempt to do something,noun,努力,You can make an effort.,,27379,16712,273,405508,33964,0,507,445,291,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
536,44990,22582,ONLINE,connected to a network,adjective,ネット上で,We should focus on online marketing.,,71072,44990,1962,411643,61755,0,602,431,591,1,1,2023-05-22 11:51:46.000,2024-07-03 14:17:36.000
537,42269,4814,TEACHER,a person who gives lessons,noun,教師,The teacher asked if they were ready.,,66260,42269,51227,417106,98439,0,720,716,595,1,1,2023-05-22 11:51:46.000,2024-06-28 11:56:12.000
538,47403,23681,COMMUNITY,groups living in an area,noun,地域社会,Let's do something for our community!,,75936,47403,159,403316,53786,0,584,426,413,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
539,45877,22956,TONIGHT,of the night that follows today,adverb,今夜,They cannot attend the party tonight.,,72889,45877,620,417552,298357,0,466,422,561,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
540,2083,947,EGG,a round object produced by birds,noun,卵,Don't drop the egg!,,3599,2083,550,405511,83761,0,424,412,239,0,0,2023-05-22 11:51:46.000,2024-07-05 15:31:36.000
541,47971,23920,WIND,a fast movement of air,noun,風,The wind is blowing.,,77050,47971,433,418928,41547,0,510,450,394,1,1,2023-05-22 11:51:46.000,2024-06-19 17:07:55.000
542,71067,37007,WINTER,the coldest season of the year,noun,冬,Winter is almost here.,,113548,71067,492,418945,52189,0,480,441,513,1,1,2023-05-22 11:51:46.000,2024-07-08 10:28:45.000
543,16423,7122,COUPLE,a small indefinite number,noun,"２、３の","Not a lot, but a couple.",,26677,16423,331,41221,39782,0,485,250,335,1,1,2023-05-22 11:51:46.000,2024-07-04 08:43:06.000
543,49875,24824,COUPLE,two people in a romantic relationship,noun,夫婦、恋人,I think we make a great couple!,,81190,49875,331,403951,52283,0,485,213,137,0,1,2023-05-22 11:51:46.000,2024-07-04 15:24:12.000
544,734,397,WIFE,the woman a man is married to,noun,妻,Both husband and wife are responsible for their home.,,1100,734,282,418900,79493,0,443,443,503,1,1,2023-05-22 11:51:46.000,2024-06-04 13:05:01.000
545,46144,23060,COLLEGE,an institution of higher education,noun,大学,"I'm working, I'm not going to college.",,73416,46144,247,403182,150629,0,453,453,546,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
546,52192,25870,MIND,the aspect that involves mental processes,noun,心、精神,He saw it in his mind.,,85884,52192,285,410610,69094,0,676,448,511,1,1,2023-05-22 11:51:46.000,2024-07-01 12:57:14.000
547,34095,16917,FACT,a true piece of information,noun,事実,That's a fact.,,52157,34095,114,406268,58230,0,473,438,507,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
548,49980,24872,RACE,to take part in a speed contest,verb,競争,Do you want to race again?,,81411,49980,29744,413711,140202,0,514,73,21,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
548,44994,22586,RACE,a contest between people or things,noun,競争,The man on the left wins the race.,,71089,44994,29744,413708,47431,0,514,358,447,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
549,46261,23124,PERSONAL,of a person's private life or feelings,adjective,個人的な,Scientists began to share personal messages with each other.,,73684,46261,195,412451,317342,0,2216,290,388,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
549,46262,23125,PERSONAL,belonging or related to a certain person,adjective,個人的な,The machine asks for the personal identification number or PIN.,,73688,46262,195,412452,84378,0,2216,158,183,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
550,49508,24650,REST,the remaining part of something,noun,残り,"Thank you, enjoy the rest of the day.",,80354,49508,29717,414501,150544,0,369,369,504,1,1,2023-05-22 11:51:46.000,2024-07-01 12:57:20.000
550,27360,13186,REST,to stop working or avoid activities,verb,休憩,"By the time I get off work, I just want to go home and rest.",,42087,27360,698,414502,318420,0,195,72,61,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
551,5172,2186,COVER,to pay for something,verb,埋め合わせをする,...to cover the cost of the things that are stolen.,,8888,5172,351,403987,12081,0,692,42,42,0,1,2023-05-22 11:51:46.000,2024-04-25 14:43:54.000
551,89185,48572,COVER,to deal with something,verb,対象にする,"In today's presentation, I will cover how to increase website traffic.",,137506,89185,351,41417,4385,0,692,126,102,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
551,24743,11821,COVER,to put something over the top of something else,verb,覆う,...to cover your face.,,38412,24743,351,41408,317016,0,692,270,93,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
552,46200,23094,CERTAINLY,definitely or without doubt,adverb,もちろん、確かに,You certainly can.,,73541,46200,655,402666,45565,0,902,399,538,1,1,2023-05-22 11:51:46.000,2024-07-08 09:12:29.000
553,3333,1433,RAISE,to take care of children,verb,育てる,Parents have babies and raise their young.,,5962,3333,260,142911,90336,0,503,103,20,0,0,2023-05-22 11:51:46.000,2024-04-25 14:35:05.000
553,26184,12579,RAISE,to collect money to support something,verb,募る,"To do this, the company needs to raise money, also known as capital.",,40383,26184,260,413788,294656,0,503,94,83,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
553,24474,11680,RAISE,to move or lift to a higher position,verb,上げる、挙げる,They use pulleys to raise and lower the car.,,38047,24474,260,142904,333693,0,503,89,57,0,1,2023-05-22 11:51:46.000,2023-05-22 11:53:58.000
553,10909,4483,RAISING,to mention something to think or talk about,verb,引き上げる,It's raising lots of questions about bilingual people.,,17114,10909,260,413785,123482,0,503,143,12,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
553,10911,4483,RAISE,to increase or make something better,verb,引き上げる,Lower your thermostat in the winter and raise it in the summer.,,17117,10911,260,413785,21647,0,503,143,94,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
554,59210,29947,WALL,a structure built around an area,noun,塀,We need to build a wall and it has to be built quickly.,,96929,59210,361,418619,324820,0,469,171,69,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
554,16972,7357,WALL,the sides of a room or building,noun,壁,Do not climb over the wall.,,27802,16972,361,418620,52539,0,469,273,301,1,1,2023-05-22 11:51:46.000,2024-07-01 20:39:33.000
555,100696,56563,VALUE,the importance of something,noun,価値,...we want some value for our money.,,153094,100696,308,419945,42344,0,528,175,267,1,1,2023-05-22 11:51:46.000,2024-07-08 10:26:05.000
555,45702,22874,VALUE,a belief about what is important,noun,価値観,Honesty is an important value in keeping strong relationships.,,72469,45702,36286,194744,256975,0,143,143,5,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
555,51914,25747,VALUE,the worth of something in terms of money,noun,価値,"Now, Apple's stock market value...",,85289,51914,308,418350,46747,0,528,106,120,0,1,2023-05-22 11:51:46.000,2024-07-08 10:26:05.000
556,5941,2436,STAND,to be in a vertical position on your feet,verb,立つ,Do we have to stand in that line?,,9971,5941,29977,416472,72294,0,497,298,239,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
556,80471,43248,STAND,to be or stay in a particular condition,verb,(ある状態に）ある、位する,Then beat in one cup of the flour and let the mixture stand until it's frothy.,,125465,80471,29977,416474,328981,0,497,139,70,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
557,51800,25701,CHOCOLATE,a sweet food made from cocoa,noun,チョコレート,Do you want chocolate?,,85060,51800,410,402841,41285,0,486,449,485,1,1,2023-05-22 11:51:46.000,2024-07-07 11:38:41.000
558,18106,7924,SKY,the space above Earth,noun,空,The sky is falling.,,29492,18106,568,415856,57019,0,439,431,495,1,1,2023-05-22 11:51:46.000,2024-06-24 13:46:05.000
559,5387,2249,DESCRIBE,to say what it is like,verb,を説明する,Can you describe some of your symptoms?,,9210,5387,358,404624,53566,0,418,417,296,1,1,2023-05-22 11:51:46.000,2024-07-04 15:24:12.000
560,51584,25591,STATION,a place where a special service is based,noun,基地、駅,"""We'll go to the police station and complain about the driver of that car.""",,84611,51584,572,170752,235673,0,453,135,98,0,1,2023-05-22 11:51:46.000,2023-05-22 11:54:02.000
560,18167,7961,STATION,a stopping place for trains or buses,noun,駅,The bus station is on the right and the train station is on the left.,,29576,18167,572,416535,109778,0,453,289,331,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
561,44708,22442,CAREER,a job that is done for a long time,noun,職業,"I wish, after 10 years, to have a professional and steady career.",,70482,44708,734,402498,64558,0,438,436,516,1,1,2023-05-22 11:51:46.000,2024-07-03 14:17:36.000
562,12192,5062,NOTICE,to become aware of something,verb,気がつく,You may also notice that limited edition print on the bottom.,,19424,12192,897,411359,79021,0,501,442,269,1,1,2023-05-22 11:51:46.000,2024-06-24 13:46:11.000
563,49876,24825,PEACE,a state without fighting or problems,noun,平和、静けさ,You can enjoy peace and quiet on a farm.,,81194,49876,836,412301,43099,0,618,446,525,1,1,2023-05-22 11:51:46.000,2024-05-02 13:38:17.000
564,42171,21150,BANK,place to keep money,noun,銀行,I am at the bank.,,65996,42171,30026,401387,150519,0,593,439,381,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
565,17185,7464,WISH,to hope or want something,verb,願う,I wish I had the chance to live those few moments again.,,28149,17185,904,418970,56556,0,553,446,449,1,1,2023-05-22 11:51:46.000,2023-05-22 11:54:09.000
566,197376,150470,FAR,to a large degree or extent,adverb,はるかに,"America, we have come so far.",,252574,197376,127,406355,8226,0,575,176,208,0,0,2023-05-22 11:51:46.000,2023-05-22 11:51:46.000
